original_index,n_runs,std,range,agreement_pct,level_1_count,level_2_count,level_3_count,level_4_count,level_5_count,level_mode,level_mean
1528,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1529,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1532,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1533,3,0.0,0,100.0,3,0,0,0,0,1,1.0
1534,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1538,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1539,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1541,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1542,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1543,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1544,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1546,3,0.0,0,100.0,3,0,0,0,0,1,1.0
1548,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1549,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1551,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1552,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1553,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1554,3,0.0,0,100.0,3,0,0,0,0,1,1.0
1555,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1556,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1557,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1560,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1561,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1562,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1563,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1564,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1565,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1566,3,0.0,0,100.0,3,0,0,0,0,1,1.0
1568,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1569,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1570,3,0.0,0,100.0,3,0,0,0,0,1,1.0
1571,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1572,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1573,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1574,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1575,3,0.0,0,100.0,3,0,0,0,0,1,1.0
1576,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1577,3,0.0,0,100.0,3,0,0,0,0,1,1.0
1579,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1580,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1581,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1582,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1586,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1587,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1588,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1589,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1591,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1592,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1593,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1594,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1595,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1597,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1598,0,0.0,0,,0,0,0,0,0,,
1600,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1601,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1603,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1606,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1607,0,0.0,0,,0,0,0,0,0,,
1608,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1609,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1610,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1611,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1613,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1614,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1615,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1616,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1617,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1618,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1622,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1628,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1629,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1632,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1633,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1634,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1641,3,0.0,0,100.0,3,0,0,0,0,1,1.0
1644,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1646,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1654,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1656,3,0.0,0,100.0,3,0,0,0,0,1,1.0
1657,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1659,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1660,3,0.0,0,100.0,3,0,0,0,0,1,1.0
1661,3,0.0,0,100.0,3,0,0,0,0,1,1.0
1663,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1664,3,0.0,0,100.0,3,0,0,0,0,1,1.0
1668,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1670,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1671,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1672,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1673,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1677,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1678,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1679,3,0.0,0,100.0,3,0,0,0,0,1,1.0
1681,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1682,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1683,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1685,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1692,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1911,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1912,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1913,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1914,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1915,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1916,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1917,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1919,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1920,3,0.0,0,100.0,3,0,0,0,0,1,1.0
1921,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1922,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1923,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1924,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1926,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1928,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1930,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1931,3,0.0,0,100.0,3,0,0,0,0,1,1.0
1932,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1934,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1935,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1936,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1940,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1941,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1942,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1943,3,0.0,0,100.0,3,0,0,0,0,1,1.0
1944,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1946,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1947,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1948,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1949,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1950,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1952,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1953,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1954,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1957,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1959,3,0.0,0,100.0,0,0,0,0,3,5,5.0
1960,3,0.0,0,100.0,3,0,0,0,0,1,1.0
1961,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1964,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1965,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1966,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1967,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1968,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1969,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1970,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1971,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1974,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1975,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1976,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1977,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1978,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1979,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1981,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1983,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1984,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1985,3,0.0,0,100.0,3,0,0,0,0,1,1.0
1987,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1988,3,0.0,0,100.0,0,0,3,0,0,3,3.0
1989,3,0.0,0,100.0,3,0,0,0,0,1,1.0
1990,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1991,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1993,3,0.0,0,100.0,0,0,0,3,0,4,4.0
1994,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1995,3,0.0,0,100.0,0,3,0,0,0,2,2.0
1999,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2000,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2001,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2002,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2003,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2004,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2005,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2006,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2007,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2008,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2010,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2011,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2012,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2013,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2014,3,0.0,0,100.0,0,0,0,0,3,5,5.0
2015,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2016,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2017,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2018,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2024,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2025,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2026,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2027,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2030,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2031,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2033,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2034,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2035,3,0.0,0,100.0,0,0,0,0,3,5,5.0
2036,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2039,0,0.0,0,,0,0,0,0,0,,
2040,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2043,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2045,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2046,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2050,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2051,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2053,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2054,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2055,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2056,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2057,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2058,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2059,3,0.0,0,100.0,0,0,0,0,3,5,5.0
2060,3,0.0,0,100.0,0,0,0,0,3,5,5.0
2061,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2062,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2063,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2064,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2065,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2066,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2067,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2069,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2073,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2074,3,0.0,0,100.0,0,0,0,0,3,5,5.0
2075,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2076,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2079,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2080,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2081,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2083,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2084,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2085,0,0.0,0,,0,0,0,0,0,,
2087,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2088,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2089,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2090,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2091,3,0.0,0,100.0,0,0,0,0,3,5,5.0
2093,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2095,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2096,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2099,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2100,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2102,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2103,3,0.0,0,100.0,0,0,0,0,3,5,5.0
2105,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2107,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2108,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2109,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2112,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2113,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2116,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2123,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2125,3,0.0,0,100.0,0,0,0,0,3,5,5.0
2130,3,0.0,0,100.0,0,0,0,0,3,5,5.0
2132,3,0.0,0,100.0,0,0,0,0,3,5,5.0
2134,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2423,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2424,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2425,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2426,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2427,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2428,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2429,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2430,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2431,3,0.0,0,100.0,0,0,0,0,3,5,5.0
2432,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2433,0,0.0,0,,0,0,0,0,0,,
2434,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2435,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2436,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2437,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2438,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2439,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2440,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2445,0,0.0,0,,0,0,0,0,0,,
2446,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2447,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2449,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2450,3,0.0,0,100.0,0,0,0,0,3,5,5.0
2452,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2453,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2454,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2456,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2457,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2459,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2460,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2461,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2463,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2464,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2466,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2467,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2468,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2469,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2471,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2473,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2474,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2475,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2476,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2477,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2478,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2479,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2482,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2483,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2484,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2485,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2487,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2488,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2489,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2490,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2492,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2493,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2494,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2495,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2497,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2501,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2503,3,0.0,0,100.0,0,0,0,0,3,5,5.0
2505,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2506,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2508,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2511,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2513,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2514,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2516,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2518,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2520,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2521,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2523,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2524,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2525,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2526,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2528,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2529,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2530,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2532,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2533,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2534,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2535,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2536,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2537,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2538,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2539,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2542,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2543,0,0.0,0,,0,0,0,0,0,,
2544,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2545,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2546,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2548,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2549,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2550,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2553,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2554,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2556,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2557,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2558,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2559,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2562,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2563,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2564,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2565,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2566,0,0.0,0,,0,0,0,0,0,,
2567,3,0.0,0,100.0,0,0,0,0,3,5,5.0
2568,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2569,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2570,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2571,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2573,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2575,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2577,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2578,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2579,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2580,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2581,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2583,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2584,3,0.0,0,100.0,0,0,0,0,3,5,5.0
2585,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2587,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2588,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2589,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2591,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2592,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2594,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2595,3,0.0,0,100.0,0,0,0,0,3,5,5.0
2596,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2598,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2599,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2601,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2604,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2605,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2608,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2610,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2612,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2619,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2620,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2622,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2623,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2630,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2634,3,0.0,0,100.0,0,0,0,3,0,4,4.0
2639,3,0.0,0,100.0,3,0,0,0,0,1,1.0
2640,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2641,3,0.0,0,100.0,0,0,3,0,0,3,3.0
2644,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2646,3,0.0,0,100.0,0,3,0,0,0,2,2.0
2651,3,0.0,0,100.0,0,0,0,0,3,5,5.0
2658,3,0.0,0,100.0,0,0,3,0,0,3,3.0
