model_id,dimension,item_id,prompt_id,run_id,0.0,0.5,1.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,20,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,20,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,20,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,202,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,202,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,202,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,203,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,203,1,2,50.0,100.0,100.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,203,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,204,1,1,100.0,100.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,204,1,2,100.0,100.0,100.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,204,1,3,100.0,75.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,207,1,1,100.0,100.0,100.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,207,1,2,100.0,100.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,207,1,3,100.0,75.0,100.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,208,1,1,0.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,208,1,2,0.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,208,1,3,0.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,21,1,1,25.0,100.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,21,1,2,25.0,100.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,21,1,3,25.0,100.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,216,1,1,75.0,25.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,216,1,2,75.0,75.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,216,1,3,75.0,75.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,217,1,1,100.0,100.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,217,1,2,100.0,100.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,217,1,3,100.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,223,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,223,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,223,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,226,1,1,100.0,100.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,226,1,2,100.0,100.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,226,1,3,100.0,100.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,228,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,228,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,228,1,3,50.0,50.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,232,1,1,25.0,25.0,0.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,232,1,2,25.0,75.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,232,1,3,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,235,1,1,75.0,75.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,235,1,2,75.0,75.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,235,1,3,75.0,75.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,24,1,1,75.0,75.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,24,1,2,75.0,75.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,24,1,3,75.0,50.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,242,1,1,50.0,25.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,242,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,242,1,3,50.0,100.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,27,1,1,50.0,50.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,27,1,2,50.0,50.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,27,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,29,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,29,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,29,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,3,1,1,75.0,100.0,100.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,3,1,2,75.0,50.0,100.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,3,1,3,75.0,75.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,31,1,1,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,31,1,2,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,31,1,3,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,34,1,1,100.0,100.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,34,1,2,100.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,34,1,3,100.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,36,1,1,50.0,50.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,36,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,36,1,3,50.0,75.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,37,1,1,50.0,100.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,37,1,2,50.0,50.0,100.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,37,1,3,50.0,50.0,100.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,38,1,1,50.0,50.0,0.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,38,1,2,50.0,50.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,38,1,3,50.0,50.0,0.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,39,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,39,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,39,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,4,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,4,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,4,1,3,50.0,75.0,100.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,40,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,40,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,40,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,42,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,42,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,42,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,43,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,43,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,43,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,44,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,44,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,44,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,47,1,1,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,47,1,2,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,47,1,3,25.0,25.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,48,1,1,75.0,100.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,48,1,2,75.0,75.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,48,1,3,75.0,75.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,49,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,49,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,49,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,5,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,5,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,5,1,3,50.0,75.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,50,1,1,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,50,1,2,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,50,1,3,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,51,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,51,1,2,50.0,25.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,51,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,53,1,1,50.0,75.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,53,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,53,1,3,50.0,50.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,54,1,1,75.0,75.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,54,1,2,75.0,75.0,100.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,54,1,3,75.0,75.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,55,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,55,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,55,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,56,1,1,100.0,75.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,56,1,2,100.0,75.0,100.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,56,1,3,100.0,75.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,57,1,1,100.0,100.0,100.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,57,1,2,100.0,100.0,100.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,57,1,3,100.0,75.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,58,1,1,50.0,25.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,58,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,58,1,3,50.0,50.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,59,1,1,0.0,75.0,0.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,59,1,2,0.0,75.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,59,1,3,0.0,75.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,60,1,1,0.0,0.0,0.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,60,1,2,0.0,0.0,0.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,60,1,3,0.0,0.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,61,1,1,75.0,75.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,61,1,2,75.0,75.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,61,1,3,75.0,75.0,100.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,62,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,62,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,62,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,63,1,1,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,63,1,2,25.0,50.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,63,1,3,25.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,64,1,1,75.0,75.0,100.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,64,1,2,75.0,75.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,64,1,3,75.0,75.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,66,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,66,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,66,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,67,1,1,0.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,67,1,2,0.0,50.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,67,1,3,0.0,100.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,70,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,70,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,70,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,72,1,1,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,72,1,2,25.0,50.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,72,1,3,25.0,25.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,73,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,73,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,73,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,78,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,78,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,78,1,3,50.0,50.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,79,1,1,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,79,1,2,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,79,1,3,25.0,50.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,8,1,1,25.0,50.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,8,1,2,25.0,50.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,8,1,3,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,80,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,80,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,80,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,81,1,1,75.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,81,1,2,75.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,81,1,3,75.0,50.0,100.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,84,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,84,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,84,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,85,1,1,75.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,85,1,2,75.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,85,1,3,75.0,100.0,100.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,88,1,1,50.0,75.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,88,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,88,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,9,1,1,25.0,25.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,9,1,2,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,9,1,3,25.0,25.0,0.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,90,1,1,50.0,50.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,90,1,2,50.0,50.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,90,1,3,50.0,50.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,97,1,1,100.0,75.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,97,1,2,100.0,100.0,100.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,97,1,3,100.0,100.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,98,1,1,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,98,1,2,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,98,1,3,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,99,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,99,1,2,50.0,50.0,100.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Individualism,99,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,474,1,1,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,474,1,2,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,474,1,3,25.0,25.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,476,1,1,75.0,25.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,476,1,2,75.0,25.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,476,1,3,75.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,477,1,1,25.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,477,1,2,25.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,477,1,3,25.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,478,1,1,0.0,0.0,0.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,478,1,2,0.0,0.0,0.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,478,1,3,0.0,0.0,0.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,479,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,479,1,2,50.0,50.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,479,1,3,50.0,25.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,481,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,481,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,481,1,3,50.0,50.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,482,1,1,50.0,25.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,482,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,482,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,483,1,1,50.0,25.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,483,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,483,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,484,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,484,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,484,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,485,1,1,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,485,1,2,25.0,25.0,0.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,485,1,3,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,486,1,1,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,486,1,2,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,486,1,3,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,487,1,1,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,487,1,2,25.0,25.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,487,1,3,25.0,25.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,490,1,1,50.0,75.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,490,1,2,50.0,75.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,490,1,3,50.0,50.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,492,1,1,25.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,492,1,2,25.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,492,1,3,25.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,493,1,1,25.0,25.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,493,1,2,25.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,493,1,3,25.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,494,1,1,75.0,25.0,75.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,494,1,2,75.0,75.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,494,1,3,75.0,25.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,495,1,1,50.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,495,1,2,50.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,495,1,3,50.0,25.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,496,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,496,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,496,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,497,1,1,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,497,1,2,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,497,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,498,1,1,50.0,50.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,498,1,2,50.0,50.0,25.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,498,1,3,50.0,50.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,499,1,1,25.0,25.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,499,1,2,25.0,25.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,499,1,3,25.0,25.0,50.0
deepseek-ai_DeepSeek-R1-Distill-Qwen-32B,Indulgence,500,1,1,25.0,25.0,25.0
