model_id,size,params_log,country_ref,dimension,item_id,score_raw,scale_min,scale_max,run_id,prompt_id,time_stamp
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1961,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1964,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1965,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1966,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1967,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1968,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1969,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1970,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1971,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1974,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1975,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1976,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1977,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1978,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1979,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1981,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1983,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1984,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1985,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1987,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1988,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1989,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1990,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1991,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1993,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1994,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1995,4,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,1999,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2000,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2001,4,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2002,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2003,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2004,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2005,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2006,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2007,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2008,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2010,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2011,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2012,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2013,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2014,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2015,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2016,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2017,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2018,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2024,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2025,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2026,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2027,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2030,4,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2031,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2033,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2034,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2035,4,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2036,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2039,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2040,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2043,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2045,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2046,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2050,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2051,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2053,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2054,4,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2055,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2056,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2057,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2058,5,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2059,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2060,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2061,4,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2062,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2063,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2064,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2065,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2066,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2067,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2069,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2073,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2074,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2075,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2076,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2079,4,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2080,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2081,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2083,4,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2084,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2085,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2087,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2088,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2089,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2090,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2091,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2093,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2095,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2096,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2099,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2100,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2102,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2103,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2105,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2107,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2108,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2109,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2112,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2113,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2116,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2123,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2125,4,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2130,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2132,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Power_Distance,2134,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2423,4,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2424,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2425,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2426,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2427,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2428,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2429,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2430,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2431,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2432,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2433,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2434,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2435,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2436,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2437,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2438,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2439,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2440,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2445,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2446,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2447,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2449,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2450,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2452,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2453,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2454,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2456,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2457,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2459,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2460,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2461,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2463,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2464,4,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2466,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2467,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2468,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2469,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2471,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2473,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2474,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2475,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2476,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2477,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2478,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2479,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2482,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2483,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2484,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2485,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2487,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2488,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2489,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2490,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2492,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2493,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2494,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2495,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2497,4,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2501,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2503,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2505,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2506,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2508,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2511,4,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2513,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2514,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2516,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2518,4,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2520,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2521,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2523,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2524,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2525,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2526,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2528,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2529,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2530,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2532,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2533,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2534,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2535,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2536,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2537,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2538,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2539,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2542,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2543,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2544,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2545,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2546,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2548,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2549,4,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2550,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2553,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2554,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2556,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2557,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2558,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2559,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2562,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2563,5,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2564,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2565,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2566,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2567,2,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2568,3,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2569,1,1,5,2,1,2025-10-28T10:33:49
Qwen_Qwen3-32B,XL,10.505149978319906,China,Uncertainty_Avoidance,2570,2,1,5,2,1,2025-10-28T10:33:49
